表名,起始日期,结束日期,覆盖天数,目标天数,达标率(%),是否达标,总行数
DEGOUSDT_15m,2024-12-13,2025-08-15,246,365,67.4,❌,23949
CRVUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DEGOUSDT_30m,2024-12-13,2025-08-15,246,365,67.4,❌,11975
DEGOUSDT_1h,2024-12-13,2025-08-15,246,365,67.4,❌,5988
DEGOUSDT_2h,2024-12-13,2025-08-15,246,365,67.4,❌,2995
COTIUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DEGOUSDT_4h,2024-12-13,2025-08-15,246,365,67.4,❌,1482
DEGOUSDT_1d,2024-12-13,2025-08-13,244,365,66.8,❌,247
DENTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
COTIUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
COTIUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DEXEUSDT_5m,2024-12-24,2025-08-15,235,365,64.4,❌,68698
DEXEUSDT_15m,2024-12-24,2025-08-15,235,365,64.4,❌,22900
DEXEUSDT_30m,2024-12-24,2025-08-15,235,365,64.4,❌,11551
DEXEUSDT_1h,2024-12-24,2025-08-15,235,365,64.4,❌,5926
DEXEUSDT_2h,2024-12-24,2025-08-15,235,365,64.4,❌,2864
DEXEUSDT_4h,2024-12-24,2025-08-15,235,365,64.4,❌,1417
CRVUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DEXEUSDT_1d,2024-12-24,2025-08-13,233,365,63.8,❌,236
CTSIUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DFUSDT_5m,2024-12-30,2025-08-15,229,365,62.7,❌,66967
DFUSDT_15m,2024-12-30,2025-08-15,229,365,62.7,❌,22323
DFUSDT_30m,2024-12-30,2025-08-15,229,365,62.7,❌,11263
DFUSDT_1h,2024-12-30,2025-08-15,229,365,62.7,❌,5782
DFUSDT_2h,2024-12-30,2025-08-15,229,365,62.7,❌,2792
DFUSDT_4h,2024-12-30,2025-08-15,229,365,62.7,❌,1381
CRVUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DFUSDT_1d,2024-12-30,2025-08-13,227,365,62.2,❌,230
DIAUSDT_5m,2024-10-02,2025-08-15,318,365,87.1,❌,92590
DIAUSDT_15m,2024-10-02,2025-08-15,318,365,87.1,❌,30864
CRVUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DIAUSDT_30m,2024-10-02,2025-08-15,318,365,87.1,❌,15533
DIAUSDT_1h,2024-10-02,2025-08-15,318,365,87.1,❌,7917
DIAUSDT_2h,2024-10-02,2025-08-15,318,365,87.1,❌,3828
CYBERUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
CRVUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DMCUSDT_5m,2025-06-24,2025-08-15,53,365,14.5,❌,16264
DMCUSDT_15m,2025-06-24,2025-08-15,53,365,14.5,❌,5422
DMCUSDT_30m,2025-06-24,2025-08-15,53,365,14.5,❌,2812
DIAUSDT_4h,2024-10-02,2025-08-15,318,365,87.1,❌,1914
CTSIUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DMCUSDT_1h,2025-06-24,2025-08-15,53,365,14.5,❌,1556
DMCUSDT_2h,2025-06-24,2025-08-15,53,365,14.5,❌,679
DMCUSDT_4h,2025-06-24,2025-08-15,53,365,14.5,❌,614
DIAUSDT_1d,2024-10-02,2025-08-14,317,365,86.8,❌,320
DMCUSDT_1d,2025-06-24,2025-08-14,52,365,14.2,❌,55
DODOXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
DOGEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
CTSIUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
CTSIUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
CTSIUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DOGSUSDT_5m,2024-08-26,2025-08-15,355,365,97.3,❌,103247
DOGSUSDT_15m,2024-08-26,2025-08-15,355,365,97.3,❌,42626
DOGSUSDT_30m,2024-08-26,2025-08-15,355,365,97.3,❌,17093
DASHUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
CYBERUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DOGSUSDT_1h,2024-08-26,2025-08-15,355,365,97.3,❌,8544
DOGSUSDT_2h,2024-08-26,2025-08-15,355,365,97.3,❌,4272
CYBERUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DOGSUSDT_4h,2024-08-26,2025-08-15,355,365,97.3,❌,2136
DOGSUSDT_1d,2024-08-26,2025-08-14,354,365,97.0,❌,357
DOLOUSDT_5m,2025-05-01,2025-08-15,107,365,29.3,❌,31937
DASHUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
CYBERUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DOLOUSDT_15m,2025-05-01,2025-08-15,107,365,29.3,❌,10646
DOLOUSDT_30m,2025-05-01,2025-08-15,107,365,29.3,❌,5424
DOLOUSDT_1h,2025-05-01,2025-08-15,107,365,29.3,❌,2862
DOLOUSDT_2h,2025-05-01,2025-08-15,107,365,29.3,❌,1332
DOLOUSDT_4h,2025-05-01,2025-08-15,107,365,29.3,❌,941
DOLOUSDT_1d,2025-05-01,2025-08-14,106,365,29.0,❌,116
CYBERUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DOODUSDT_5m,2025-05-09,2025-08-15,99,365,27.1,❌,29507
DOODUSDT_15m,2025-05-09,2025-08-15,99,365,27.1,❌,9836
CYBERUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DOODUSDT_30m,2025-05-09,2025-08-15,99,365,27.1,❌,5019
DOODUSDT_1h,2025-05-09,2025-08-15,99,365,27.1,❌,2660
DOTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DOODUSDT_2h,2025-05-09,2025-08-15,99,365,27.1,❌,1231
DOODUSDT_4h,2025-05-09,2025-08-15,99,365,27.1,❌,890
DOODUSDT_1d,2025-05-09,2025-08-14,98,365,26.8,❌,101
DRIFTUSDT_5m,2024-11-08,2025-08-15,280,365,76.7,❌,84972
DRIFTUSDT_15m,2024-11-08,2025-08-15,280,365,76.7,❌,29711
DENTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DRIFTUSDT_30m,2024-11-08,2025-08-15,280,365,76.7,❌,17375
DRIFTUSDT_1h,2024-11-08,2025-08-15,281,365,77.0,❌,9091
DRIFTUSDT_2h,2024-11-08,2025-08-15,281,365,77.0,❌,3414
DRIFTUSDT_4h,2024-11-08,2025-08-15,281,365,77.0,❌,1692
DASHUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DRIFTUSDT_1d,2024-11-08,2025-08-14,280,365,76.7,❌,365
DUSDT_5m,2025-01-09,2025-08-15,219,365,60.0,❌,64109
DUSDT_15m,2025-01-09,2025-08-15,219,365,60.0,❌,21370
DUSDT_30m,2025-01-09,2025-08-15,219,365,60.0,❌,10786
DUSDT_1h,2025-01-09,2025-08-15,219,365,60.0,❌,5543
DUSDT_2h,2025-01-09,2025-08-15,219,365,60.0,❌,2672
DUSDT_4h,2025-01-09,2025-08-15,219,365,60.0,❌,1321
DASHUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DUSDT_1d,2025-01-09,2025-08-14,218,365,59.7,❌,221
DUSKUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DASHUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DASHUSDT_1d,2024-08-16,2025-08-13,363,365,99.5,✅,366
DYDXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DENTUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DODOXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DOGEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DENTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DENTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DENTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DENTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DYMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DODOXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DOGEUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DODOXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DOGEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DOTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DODOXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DOGEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DODOXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DOGEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DODOXUSDT_1d,2024-08-16,2025-08-13,363,365,99.5,✅,366
EDUUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DOGEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
EGLDUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
DUSKUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DYDXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DOTUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DOTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DUSKUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DYDXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
DOTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DOTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DOTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
DUSKUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
EIGENUSDT_5m,2024-10-01,2025-08-15,319,365,87.4,❌,92957
EIGENUSDT_15m,2024-10-01,2025-08-15,319,365,87.4,❌,30986
EIGENUSDT_30m,2024-10-01,2025-08-15,319,365,87.4,❌,15594
EIGENUSDT_1h,2024-10-01,2025-08-15,319,365,87.4,❌,7947
EIGENUSDT_2h,2024-10-01,2025-08-15,319,365,87.4,❌,3843
DYMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DYDXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
EIGENUSDT_4h,2024-10-01,2025-08-15,319,365,87.4,❌,1922
DUSKUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
EIGENUSDT_1d,2024-10-01,2025-08-14,318,365,87.1,❌,321
ENAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
DUSKUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DYDXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DUSKUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ENJUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
DYDXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DYDXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ENSUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
DYMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
EDUUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
EGLDUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
DYMUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
DYMUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
DYMUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
DYMUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
EPICUSDT_5m,2025-03-13,2025-08-15,156,365,42.7,❌,45990
EPICUSDT_15m,2025-03-13,2025-08-15,156,365,42.7,❌,15330
EGLDUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
EPICUSDT_30m,2025-03-13,2025-08-15,156,365,42.7,❌,7766
EDUUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
EPICUSDT_1h,2025-03-13,2025-08-15,156,365,42.7,❌,4033
EPICUSDT_2h,2025-03-13,2025-08-15,156,365,42.7,❌,1917
EPICUSDT_4h,2025-03-13,2025-08-15,156,365,42.7,❌,1233
EPICUSDT_1d,2025-03-13,2025-08-13,154,365,42.2,❌,157
EPTUSDT_5m,2025-04-21,2025-08-15,117,365,32.1,❌,34698
EPTUSDT_15m,2025-04-21,2025-08-15,117,365,32.1,❌,11566
EPTUSDT_30m,2025-04-21,2025-08-15,117,365,32.1,❌,5884
EPTUSDT_1h,2025-04-21,2025-08-15,117,365,32.1,❌,3092
EPTUSDT_2h,2025-04-21,2025-08-15,117,365,32.1,❌,1447
EPTUSDT_4h,2025-04-21,2025-08-15,117,365,32.1,❌,998
EPTUSDT_1d,2025-04-21,2025-08-14,116,365,31.8,❌,119
ERAUSDT_5m,2025-07-17,2025-08-15,29,365,7.9,❌,9612
ERAUSDT_15m,2025-07-17,2025-08-15,29,365,7.9,❌,3204
ERAUSDT_30m,2025-07-17,2025-08-15,29,365,7.9,❌,1703
ERAUSDT_1h,2025-07-17,2025-08-15,30,365,8.2,❌,1002
ERAUSDT_2h,2025-07-17,2025-08-15,30,365,8.2,❌,402
ERAUSDT_4h,2025-07-17,2025-08-15,30,365,8.2,❌,361
ERAUSDT_1d,2025-07-17,2025-08-14,29,365,7.9,❌,32
EGLDUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ESPORTSUSDT_5m,2025-07-29,2025-08-15,18,365,4.9,❌,6222
ESPORTSUSDT_15m,2025-07-29,2025-08-15,18,365,4.9,❌,2074
EDUUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ESPORTSUSDT_30m,2025-07-29,2025-08-15,18,365,4.9,❌,1138
ESPORTSUSDT_1h,2025-07-29,2025-08-15,18,365,4.9,❌,719
ESPORTSUSDT_2h,2025-07-29,2025-08-15,18,365,4.9,❌,260
ESPORTSUSDT_4h,2025-07-29,2025-08-15,18,365,4.9,❌,279
ESPORTSUSDT_1d,2025-07-29,2025-08-14,17,365,4.7,❌,30
ETCUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
EGLDUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
EDUUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
EGLDUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
EDUUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
EGLDUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ETHFIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
EDUUSDT_1d,2024-08-16,2025-08-13,363,365,99.5,✅,366
ENAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ENJUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ENSUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ENAUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
ENJUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
ENSUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
ENAUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ENJUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ENAUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ENAUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ENJUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ENSUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ENAUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ETHWUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
ENJUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ENJUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ENSUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FARTCOINUSDT_5m,2024-12-20,2025-08-15,238,365,65.2,❌,69765
FARTCOINUSDT_15m,2024-12-20,2025-08-15,238,365,65.2,❌,23255
FARTCOINUSDT_30m,2024-12-20,2025-08-15,238,365,65.2,❌,11729
FARTCOINUSDT_1h,2024-12-20,2025-08-15,238,365,65.2,❌,6015
FARTCOINUSDT_2h,2024-12-20,2025-08-15,238,365,65.2,❌,2908
FARTCOINUSDT_4h,2024-12-20,2025-08-15,238,365,65.2,❌,1439
ENSUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
FARTCOINUSDT_1d,2024-12-20,2025-08-14,238,365,65.2,❌,278
ENSUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
FETUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105722
FHEUSDT_5m,2025-04-12,2025-08-15,126,365,34.5,❌,37266
FHEUSDT_15m,2025-04-12,2025-08-15,126,365,34.5,❌,12422
FHEUSDT_30m,2025-04-12,2025-08-15,126,365,34.5,❌,6312
ETCUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
FHEUSDT_1h,2025-04-12,2025-08-15,126,365,34.5,❌,3306
FHEUSDT_2h,2025-04-12,2025-08-15,126,365,34.5,❌,1554
FHEUSDT_4h,2025-04-12,2025-08-15,126,365,34.5,❌,1052
FHEUSDT_1d,2025-04-12,2025-08-14,125,365,34.2,❌,130
FIDAUSDT_5m,2024-09-19,2025-08-15,331,365,90.7,❌,110536
FIDAUSDT_15m,2024-09-19,2025-08-15,331,365,90.7,❌,40354
FIDAUSDT_30m,2024-09-19,2025-08-15,331,365,90.7,❌,16766
FIDAUSDT_1h,2024-09-19,2025-08-15,331,365,90.7,❌,7968
ETHFIUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FIDAUSDT_2h,2024-09-19,2025-08-15,331,365,90.7,❌,3984
FIDAUSDT_4h,2024-09-19,2025-08-15,331,365,90.7,❌,1992
FIDAUSDT_1d,2024-09-19,2025-08-14,330,365,90.4,❌,365
FILUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
ETCUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
ETHFIUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
ETCUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ETCUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ETHFIUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
ETCUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ETCUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
FIOUSDT_5m,2024-09-20,2025-08-15,330,365,90.4,❌,96061
ETHFIUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FIOUSDT_15m,2024-09-20,2025-08-15,330,365,90.4,❌,32021
FIOUSDT_30m,2024-09-20,2025-08-15,330,365,90.4,❌,16111
FIOUSDT_1h,2024-09-20,2025-08-15,330,365,90.4,❌,7945
ETHFIUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ETHFIUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ETHWUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FIOUSDT_2h,2024-09-20,2025-08-15,330,365,90.4,❌,3973
FISUSDT_5m,2025-04-25,2025-08-15,113,365,31.0,❌,35267
FISUSDT_15m,2025-04-25,2025-08-15,113,365,31.0,❌,13841
FISUSDT_30m,2025-04-25,2025-08-15,113,365,31.0,❌,9372
FLMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
FISUSDT_1h,2025-04-25,2025-08-15,113,365,31.0,❌,5075
FISUSDT_2h,2025-04-25,2025-08-15,113,365,31.0,❌,1402
FISUSDT_4h,2025-04-25,2025-08-15,113,365,31.0,❌,2066
FIOUSDT_4h,2024-09-20,2025-08-15,330,365,90.4,❌,1987
FISUSDT_1d,2025-04-25,2025-08-14,112,365,30.7,❌,365
FIOUSDT_1d,2024-09-20,2025-08-14,329,365,90.1,❌,332
FLOWUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
FLUXUSDT_5m,2024-09-03,2025-08-15,347,365,95.1,❌,116011
FLUXUSDT_15m,2024-09-03,2025-08-15,347,365,95.1,❌,37119
FLUXUSDT_30m,2024-09-03,2025-08-15,347,365,95.1,❌,16737
FETUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FLUXUSDT_1h,2024-09-03,2025-08-15,347,365,95.1,❌,8357
ETHWUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FLUXUSDT_2h,2024-09-03,2025-08-15,347,365,95.1,❌,4179
FLUXUSDT_4h,2024-09-03,2025-08-15,347,365,95.1,❌,2090
FLUXUSDT_1d,2024-09-03,2025-08-14,346,365,94.8,❌,365
FILUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FORMUSDT_5m,2025-03-19,2025-08-15,150,365,41.1,❌,44263
FORMUSDT_15m,2025-03-19,2025-08-15,150,365,41.1,❌,14755
FORMUSDT_30m,2025-03-19,2025-08-15,150,365,41.1,❌,7478
FORMUSDT_1h,2025-03-19,2025-08-15,150,365,41.1,❌,3889
FORMUSDT_2h,2025-03-19,2025-08-15,150,365,41.1,❌,1845
FORMUSDT_4h,2025-03-19,2025-08-15,150,365,41.1,❌,1197
FETUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FORMUSDT_1d,2025-03-19,2025-08-14,149,365,40.8,❌,152
ETHWUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FORTHUSDT_5m,2025-04-08,2025-08-15,130,365,35.6,❌,38497
FORTHUSDT_15m,2025-04-08,2025-08-15,130,365,35.6,❌,12833
FORTHUSDT_30m,2025-04-08,2025-08-15,130,365,35.6,❌,6517
FORTHUSDT_1h,2025-04-08,2025-08-15,130,365,35.6,❌,3409
FORTHUSDT_2h,2025-04-08,2025-08-15,130,365,35.6,❌,1605
FORTHUSDT_4h,2025-04-08,2025-08-15,130,365,35.6,❌,1077
FORTHUSDT_1d,2025-04-08,2025-08-13,128,365,35.1,❌,131
FUNUSDT_5m,2025-03-31,2025-08-15,138,365,37.8,❌,40801
FUNUSDT_15m,2025-03-31,2025-08-15,138,365,37.8,❌,13601
ETHWUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FUNUSDT_30m,2025-03-31,2025-08-15,138,365,37.8,❌,6901
FUNUSDT_1h,2025-03-31,2025-08-15,138,365,37.8,❌,3601
FUNUSDT_2h,2025-03-31,2025-08-15,138,365,37.8,❌,1701
FUNUSDT_4h,2025-03-31,2025-08-15,138,365,37.8,❌,1125
FUNUSDT_1d,2025-03-31,2025-08-13,136,365,37.3,❌,139
ETHWUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
FUSDT_5m,2025-06-18,2025-08-15,59,365,16.2,❌,17999
FUSDT_15m,2025-06-18,2025-08-15,59,365,16.2,❌,6000
FUSDT_30m,2025-06-18,2025-08-15,59,365,16.2,❌,3101
ETHWUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
FETUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FUSDT_1h,2025-06-18,2025-08-15,59,365,16.2,❌,1701
FUSDT_2h,2025-06-18,2025-08-15,59,365,16.2,❌,751
FXSUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
FUSDT_4h,2025-06-18,2025-08-15,59,365,16.2,❌,1741
FUSDT_1d,2025-06-18,2025-08-14,58,365,15.9,❌,255
GALAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
FETUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FILUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FETUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
FETUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GASUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
FILUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FLMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FILUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FILUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
FLOWUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FILUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GHSTUSDT_5m,2024-09-23,2025-08-15,327,365,89.6,❌,112016
GHSTUSDT_15m,2024-09-23,2025-08-15,327,365,89.6,❌,31727
GHSTUSDT_30m,2024-09-23,2025-08-15,327,365,89.6,❌,16364
GHSTUSDT_1h,2024-09-23,2025-08-15,326,365,89.3,❌,7966
GHSTUSDT_2h,2024-09-23,2025-08-15,327,365,89.6,❌,3936
GHSTUSDT_4h,2024-09-23,2025-08-15,327,365,89.6,❌,1968
GHSTUSDT_1d,2024-09-23,2025-08-14,326,365,89.3,❌,365
GLMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
FLMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FLOWUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FLMUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FLOWUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FLMUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
FLMUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
FXSUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FLMUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
FLOWUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GMTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
FLOWUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GALAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FLOWUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GMXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
GASUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FXSUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
GALAUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
GASUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
FXSUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
GALAUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FXSUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GLMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35241
FXSUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
