表名,起始日期,结束日期,覆盖天数,目标天数,达标率(%),是否达标,总行数
GALAUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GASUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
FXSUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GOATUSDT_5m,2024-10-24,2025-08-15,296,365,81.1,❌,86246
GOATUSDT_15m,2024-10-24,2025-08-15,296,365,81.1,❌,28749
GOATUSDT_30m,2024-10-24,2025-08-15,296,365,81.1,❌,14475
GOATUSDT_1h,2024-10-24,2025-08-15,296,365,81.1,❌,7388
GALAUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GOATUSDT_2h,2024-10-24,2025-08-15,296,365,81.1,❌,3564
GALAUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GASUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GPSUSDT_5m,2025-02-17,2025-08-15,179,365,49.0,❌,52796
GPSUSDT_15m,2025-02-17,2025-08-15,179,365,49.0,❌,17599
GOATUSDT_4h,2024-10-24,2025-08-15,296,365,81.1,❌,1782
GPSUSDT_30m,2025-02-17,2025-08-15,179,365,49.0,❌,8900
GPSUSDT_1h,2025-02-17,2025-08-15,179,365,49.0,❌,4600
GPSUSDT_2h,2025-02-17,2025-08-15,179,365,49.0,❌,2201
GOATUSDT_1d,2024-10-24,2025-08-14,295,365,80.8,❌,303
GPSUSDT_4h,2025-02-17,2025-08-15,179,365,49.0,❌,2353
GASUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GPSUSDT_1d,2025-02-17,2025-08-14,179,365,49.0,❌,214
GRASSUSDT_5m,2024-11-08,2025-08-15,280,365,76.7,❌,81902
GRASSUSDT_15m,2024-11-08,2025-08-15,280,365,76.7,❌,27301
GRIFFAINUSDT_5m,2025-01-02,2025-08-15,226,365,61.9,❌,66086
GRASSUSDT_30m,2024-11-08,2025-08-15,280,365,76.7,❌,13751
GASUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
GRIFFAINUSDT_15m,2025-01-02,2025-08-15,226,365,61.9,❌,22029
GRASSUSDT_1h,2024-11-08,2025-08-15,281,365,77.0,❌,7026
GRIFFAINUSDT_30m,2025-01-02,2025-08-15,226,365,61.9,❌,11115
GRASSUSDT_2h,2024-11-08,2025-08-15,281,365,77.0,❌,3414
GRTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GRIFFAINUSDT_1h,2025-01-02,2025-08-15,226,365,61.9,❌,5708
GRASSUSDT_4h,2024-11-08,2025-08-15,281,365,77.0,❌,1692
GRIFFAINUSDT_2h,2025-01-02,2025-08-15,226,365,61.9,❌,2755
GRIFFAINUSDT_4h,2025-01-02,2025-08-15,226,365,61.9,❌,1392
GRASSUSDT_1d,2024-11-08,2025-08-14,280,365,76.7,❌,294
GRIFFAINUSDT_1d,2025-01-02,2025-08-14,225,365,61.6,❌,249
GTCUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GUNUSDT_5m,2025-03-31,2025-08-15,138,365,37.8,❌,40749
GUNUSDT_15m,2025-03-31,2025-08-15,138,365,37.8,❌,13583
GUNUSDT_30m,2025-03-31,2025-08-15,138,365,37.8,❌,6892
GUNUSDT_1h,2025-03-31,2025-08-15,138,365,37.8,❌,3596
GUNUSDT_2h,2025-03-31,2025-08-15,138,365,37.8,❌,1699
GUNUSDT_4h,2025-03-31,2025-08-15,138,365,37.8,❌,1124
GUNUSDT_1d,2025-03-31,2025-08-14,137,365,37.5,❌,140
GUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
GLMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17620
GMTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
GMXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
GLMUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8807
GLMUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GLMUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GLMUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HAEDALUSDT_5m,2025-05-01,2025-08-15,107,365,29.3,❌,31938
HAEDALUSDT_15m,2025-05-01,2025-08-15,107,365,29.3,❌,10646
HAEDALUSDT_30m,2025-05-01,2025-08-15,107,365,29.3,❌,5424
GMTUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17615
HAEDALUSDT_1h,2025-05-01,2025-08-15,107,365,29.3,❌,2862
HAEDALUSDT_2h,2025-05-01,2025-08-15,107,365,29.3,❌,1332
HAEDALUSDT_4h,2025-05-01,2025-08-15,107,365,29.3,❌,941
HAEDALUSDT_1d,2025-05-01,2025-08-14,106,365,29.0,❌,111
HBARUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GMXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17615
GMTUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,8807
GMTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GMXUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,8807
GMTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GMTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HEIUSDT_5m,2025-02-13,2025-08-15,184,365,50.4,❌,54045
GMXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HEIUSDT_15m,2025-02-13,2025-08-15,184,365,50.4,❌,18015
HEIUSDT_30m,2025-02-13,2025-08-15,184,365,50.4,❌,9108
HEIUSDT_1h,2025-02-13,2025-08-15,184,365,50.4,❌,4704
HEIUSDT_2h,2025-02-13,2025-08-15,184,365,50.4,❌,2253
HEIUSDT_4h,2025-02-13,2025-08-15,184,365,50.4,❌,1401
HEIUSDT_1d,2025-02-13,2025-08-14,183,365,50.1,❌,186
GMXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HFTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GMXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HIFIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GRTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
GTCUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
GUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
GRTUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17615
GTCUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17615
GUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17615
GRTUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,8807
GTCUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,8807
GRTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HBARUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35239
GRTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GTCUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
GUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,8807
GRTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HIGHUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
GTCUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
GTCUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HIPPOUSDT_5m,2024-11-13,2025-08-15,276,365,75.6,❌,80499
GUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HIPPOUSDT_15m,2024-11-13,2025-08-15,276,365,75.6,❌,26833
HIPPOUSDT_30m,2024-11-13,2025-08-15,276,365,75.6,❌,13517
HIPPOUSDT_1h,2024-11-13,2025-08-15,276,365,75.6,❌,6909
HIPPOUSDT_2h,2024-11-13,2025-08-15,276,365,75.6,❌,3355
HIPPOUSDT_4h,2024-11-13,2025-08-15,276,365,75.6,❌,1662
GUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HIPPOUSDT_1d,2024-11-13,2025-08-14,275,365,75.3,❌,278
GUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HIVEUSDT_5m,2024-12-23,2025-08-15,236,365,64.7,❌,68991
HIVEUSDT_15m,2024-12-23,2025-08-15,236,365,64.7,❌,22997
HMSTRUSDT_5m,2024-09-26,2025-08-15,324,365,88.8,❌,94323
HIVEUSDT_30m,2024-12-23,2025-08-15,236,365,64.7,❌,11599
HMSTRUSDT_15m,2024-09-26,2025-08-15,324,365,88.8,❌,31441
HIVEUSDT_1h,2024-12-23,2025-08-15,236,365,64.7,❌,5950
HMSTRUSDT_30m,2024-09-26,2025-08-15,324,365,88.8,❌,15821
HIVEUSDT_2h,2024-12-23,2025-08-15,236,365,64.7,❌,2876
HMSTRUSDT_1h,2024-09-26,2025-08-15,324,365,88.8,❌,9956
HIVEUSDT_4h,2024-12-23,2025-08-15,236,365,64.7,❌,1423
HMSTRUSDT_2h,2024-09-26,2025-08-15,324,365,88.8,❌,3900
HIVEUSDT_1d,2024-12-23,2025-08-14,235,365,64.4,❌,238
HOMEUSDT_5m,2025-06-10,2025-08-15,67,365,18.4,❌,20320
HOMEUSDT_15m,2025-06-10,2025-08-15,67,365,18.4,❌,6774
HMSTRUSDT_4h,2024-09-26,2025-08-15,324,365,88.8,❌,1950
HOMEUSDT_30m,2025-06-10,2025-08-15,67,365,18.4,❌,3488
HOMEUSDT_1h,2025-06-10,2025-08-15,67,365,18.4,❌,1894
HOMEUSDT_2h,2025-06-10,2025-08-15,67,365,18.4,❌,848
HMSTRUSDT_1d,2024-09-26,2025-08-14,323,365,88.5,❌,326
HOMEUSDT_4h,2025-06-10,2025-08-15,67,365,18.4,❌,699
HFTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HOMEUSDT_1d,2025-06-10,2025-08-14,66,365,18.1,❌,69
HOOKUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HBARUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HOTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HIFIUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HBARUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HBARUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HBARUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HFTUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HBARUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HUMAUSDT_5m,2025-05-26,2025-08-15,82,365,22.5,❌,24622
HUMAUSDT_15m,2025-05-26,2025-08-15,82,365,22.5,❌,8208
HUMAUSDT_30m,2025-05-26,2025-08-15,82,365,22.5,❌,4205
HIFIUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HUMAUSDT_1h,2025-05-26,2025-08-15,82,365,22.5,❌,2252
HUMAUSDT_2h,2025-05-26,2025-08-15,82,365,22.5,❌,1027
HUMAUSDT_4h,2025-05-26,2025-08-15,82,365,22.5,❌,788
HUMAUSDT_1d,2025-05-26,2025-08-14,81,365,22.2,❌,84
HUSDT_5m,2025-06-25,2025-08-15,52,365,14.2,❌,16024
HUSDT_15m,2025-06-25,2025-08-15,52,365,14.2,❌,5342
HUSDT_30m,2025-06-25,2025-08-15,52,365,14.2,❌,2772
HUSDT_1h,2025-06-25,2025-08-15,52,365,14.2,❌,1536
HUSDT_2h,2025-06-25,2025-08-15,52,365,14.2,❌,669
HUSDT_4h,2025-06-25,2025-08-15,52,365,14.2,❌,609
HUSDT_1d,2025-06-25,2025-08-14,51,365,14.0,❌,54
HYPERUSDT_5m,2025-04-22,2025-08-15,116,365,31.8,❌,34414
HYPERUSDT_15m,2025-04-22,2025-08-15,116,365,31.8,❌,11472
HYPERUSDT_30m,2025-04-22,2025-08-15,116,365,31.8,❌,5837
HYPERUSDT_1h,2025-04-22,2025-08-15,116,365,31.8,❌,3068
HYPERUSDT_2h,2025-04-22,2025-08-15,116,365,31.8,❌,1435
HFTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HYPERUSDT_4h,2025-04-22,2025-08-15,116,365,31.8,❌,992
HYPERUSDT_1d,2025-04-22,2025-08-14,115,365,31.5,❌,118
HYPEUSDT_5m,2025-05-30,2025-08-15,78,365,21.4,❌,23500
HYPEUSDT_15m,2025-05-30,2025-08-15,78,365,21.4,❌,7834
HIFIUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HYPEUSDT_30m,2025-05-30,2025-08-15,78,365,21.4,❌,4018
HYPEUSDT_1h,2025-05-30,2025-08-15,78,365,21.4,❌,2159
HYPEUSDT_2h,2025-05-30,2025-08-15,78,365,21.4,❌,980
HYPEUSDT_4h,2025-05-30,2025-08-15,78,365,21.4,❌,1855
HYPEUSDT_1d,2025-05-30,2025-08-14,77,365,21.1,❌,243
HFTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ICNTUSDT_5m,2025-07-03,2025-08-15,44,365,12.1,❌,13678
ICNTUSDT_15m,2025-07-03,2025-08-15,44,365,12.1,❌,4560
ICNTUSDT_30m,2025-07-03,2025-08-15,44,365,12.1,❌,2381
ICNTUSDT_1h,2025-07-03,2025-08-15,44,365,12.1,❌,1340
ICNTUSDT_2h,2025-07-03,2025-08-15,44,365,12.1,❌,571
ICNTUSDT_4h,2025-07-03,2025-08-15,44,365,12.1,❌,530
HFTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ICNTUSDT_1d,2025-07-03,2025-08-14,43,365,11.8,❌,46
HIFIUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ICPUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HFTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ICXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HIFIUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HIFIUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IDOLUSDT_5m,2025-07-04,2025-08-15,43,365,11.8,❌,13435
HIGHUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
IDOLUSDT_15m,2025-07-04,2025-08-15,43,365,11.8,❌,4479
IDOLUSDT_30m,2025-07-04,2025-08-15,43,365,11.8,❌,2341
IDOLUSDT_1h,2025-07-04,2025-08-15,43,365,11.8,❌,1320
IDOLUSDT_2h,2025-07-04,2025-08-15,43,365,11.8,❌,561
IDOLUSDT_4h,2025-07-04,2025-08-15,43,365,11.8,❌,555
IDOLUSDT_1d,2025-07-04,2025-08-14,42,365,11.5,❌,68
IDUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HOOKUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HOTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HIGHUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HIGHUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HIGHUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HOTUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HOOKUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
HIGHUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HIGHUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ILVUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
HOTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HOOKUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
HOOKUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
HOTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ICXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HOOKUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
HOTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ICPUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
HOOKUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
HOTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IMXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
INITUSDT_5m,2025-04-16,2025-08-15,122,365,33.4,❌,36220
INITUSDT_15m,2025-04-16,2025-08-15,122,365,33.4,❌,12074
INITUSDT_30m,2025-04-16,2025-08-15,122,365,33.4,❌,6138
INITUSDT_1h,2025-04-16,2025-08-15,122,365,33.4,❌,3219
INITUSDT_2h,2025-04-16,2025-08-15,122,365,33.4,❌,1510
INITUSDT_4h,2025-04-16,2025-08-15,122,365,33.4,❌,1030
INITUSDT_1d,2025-04-16,2025-08-14,121,365,33.2,❌,124
INJUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
IDUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ICXUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
ICPUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IDUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
ICXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
ICPUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
ICXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ICPUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
ICXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IDUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
ICXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
ICPUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
INUSDT_5m,2025-08-07,2025-08-15,9,365,2.5,❌,3629
INUSDT_15m,2025-08-07,2025-08-15,9,365,2.5,❌,1210
ICPUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
INUSDT_30m,2025-08-07,2025-08-15,9,365,2.5,❌,706
INUSDT_1h,2025-08-07,2025-08-15,9,365,2.5,❌,440
IOSTUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
INUSDT_2h,2025-08-07,2025-08-15,9,365,2.5,❌,152
INUSDT_4h,2025-08-07,2025-08-15,9,365,2.5,❌,111
INUSDT_1d,2025-08-07,2025-08-14,8,365,2.2,❌,11
ILVUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
IOTAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
IDUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IDUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IDUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IOTXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105724
IMXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ILVUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
INJUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
ILVUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
ILVUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IMXUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
ILVUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
ILVUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IOUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
INJUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IMXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IMXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
INJUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IMXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IMXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IPUSDT_5m,2025-02-13,2025-08-15,183,365,50.1,❌,53951
IOSTUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
IPUSDT_15m,2025-02-13,2025-08-15,183,365,50.1,❌,17984
IPUSDT_30m,2025-02-13,2025-08-15,183,365,50.1,❌,9093
IOTAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
INJUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IPUSDT_1h,2025-02-13,2025-08-15,183,365,50.1,❌,4696
IPUSDT_2h,2025-02-13,2025-08-15,183,365,50.1,❌,2249
IPUSDT_4h,2025-02-13,2025-08-15,183,365,50.1,❌,1399
IPUSDT_1d,2025-02-13,2025-08-14,183,365,50.1,❌,186
JASMYUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
INJUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
INJUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IOTXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
JELLYJELLYUSDT_5m,2025-03-26,2025-08-15,142,365,38.9,❌,42155
JELLYJELLYUSDT_15m,2025-03-26,2025-08-15,142,365,38.9,❌,14052
JELLYJELLYUSDT_30m,2025-03-26,2025-08-15,142,365,38.9,❌,7127
JELLYJELLYUSDT_1h,2025-03-26,2025-08-15,142,365,38.9,❌,3713
JELLYJELLYUSDT_2h,2025-03-26,2025-08-15,142,365,38.9,❌,1757
JELLYJELLYUSDT_4h,2025-03-26,2025-08-15,142,365,38.9,❌,2046
JELLYJELLYUSDT_1d,2025-03-26,2025-08-14,142,365,38.9,❌,200
JOEUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
IOSTUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IOTAUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IOTXUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IOSTUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IOTAUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IOTXUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IOTAUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IOSTUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IOTAUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IOSTUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IOTXUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IOTAUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
IOSTUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
JSTUSDT_5m,2025-04-28,2025-08-15,110,365,30.1,❌,42547
JTOUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
JSTUSDT_15m,2025-04-28,2025-08-15,110,365,30.1,❌,14522
JSTUSDT_30m,2025-04-28,2025-08-15,110,365,30.1,❌,5959
JSTUSDT_1h,2025-04-28,2025-08-15,110,365,30.1,❌,4993
IOTXUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
IOUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
JSTUSDT_2h,2025-04-28,2025-08-15,110,365,30.1,❌,1365
JSTUSDT_4h,2025-04-28,2025-08-15,110,365,30.1,❌,2048
JSTUSDT_1d,2025-04-28,2025-08-14,109,365,29.9,❌,365
IOTXUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
JUPUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105723
KAIAUSDT_5m,2024-12-04,2025-08-15,255,365,69.9,❌,75507
KAIAUSDT_15m,2024-12-04,2025-08-15,255,365,69.9,❌,25612
KAIAUSDT_30m,2024-12-04,2025-08-15,255,365,69.9,❌,16146
KAIAUSDT_1h,2024-12-04,2025-08-15,255,365,69.9,❌,7605
KAIAUSDT_2h,2024-12-04,2025-08-15,255,365,69.9,❌,3102
KAIAUSDT_4h,2024-12-04,2025-08-15,255,365,69.9,❌,1536
KAIAUSDT_1d,2024-12-04,2025-08-14,254,365,69.6,❌,365
KAITOUSDT_5m,2025-02-20,2025-08-15,177,365,48.5,❌,51981
KAITOUSDT_15m,2025-02-20,2025-08-15,177,365,48.5,❌,17328
KAITOUSDT_30m,2025-02-20,2025-08-15,177,365,48.5,❌,8765
KAITOUSDT_1h,2025-02-20,2025-08-15,177,365,48.5,❌,4532
KAITOUSDT_2h,2025-02-20,2025-08-15,177,365,48.5,❌,2167
KAITOUSDT_4h,2025-02-20,2025-08-15,177,365,48.5,❌,1358
KAITOUSDT_1d,2025-02-20,2025-08-14,176,365,48.2,❌,179
KASUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
JASMYUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
IOUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
JOEUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
IOUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
IOUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
IOUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
JASMYUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
IOUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
KAVAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,105721
JOEUSDT_30m,2024-08-15,2025-08-15,365,365,100.0,✅,17614
JASMYUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
JASMYUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
JOEUSDT_1h,2024-08-15,2025-08-15,365,365,100.0,✅,8806
JTOUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
JASMYUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
JASMYUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
KDAUSDT_5m,2024-09-18,2025-08-15,332,365,91.0,❌,104034
JOEUSDT_2h,2024-08-15,2025-08-15,365,365,100.0,✅,4403
KDAUSDT_15m,2024-09-18,2025-08-15,332,365,91.0,❌,34836
KDAUSDT_30m,2024-09-18,2025-08-15,332,365,91.0,❌,19825
KDAUSDT_1h,2024-09-18,2025-08-15,332,365,91.0,❌,7991
JUPUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35240
JOEUSDT_4h,2024-08-15,2025-08-15,365,365,100.0,✅,2201
JOEUSDT_1d,2024-08-16,2025-08-14,364,365,99.7,✅,367
KERNELUSDT_5m,2025-04-14,2025-08-15,124,365,34.0,❌,36730
KERNELUSDT_15m,2025-04-14,2025-08-15,124,365,34.0,❌,12244
KDAUSDT_2h,2024-09-18,2025-08-15,332,365,91.0,❌,3996
KERNELUSDT_30m,2025-04-14,2025-08-15,124,365,34.0,❌,6223
KERNELUSDT_1h,2025-04-14,2025-08-15,124,365,34.0,❌,3261
